"id","job_title","company_name","job_location","city","region","country","email_id","email_date","total_jobs"
685,"PhD Structural Discrimination & Prejudice: Comparative, Cumulative, Intersectional Perspective","University of Amsterdam","Amsterdam","Amsterdam","Amsterdam","Amsterdam","184cfb4f0492a8eb","2022-12-01",2
686,"Platform Product Owner - Pricing","A.P. Moller - Maersk","Capital Region, Denmark","Capital Region, Denmark","Capital Region, Denmark","Capital Region, Denmark","184cfb4f0492a8eb","2022-12-01",2
687,"Applied Science Manager (m/f/d)","Zalando","Berlin","Berlin","Berlin","Berlin","184d4e238c565b38","2022-12-02",2
688,"Senior Data Scientist","Scalapay","Barcelona","Barcelona","Barcelona","Barcelona","184d4e238c565b38","2022-12-02",2
689,"Data Scientist","Scalapay","Barcelona","Barcelona","Barcelona","Barcelona","184d9f708dccd5fa","2022-12-03",3
690,"Senior Data Scientist- Inference","Tripadvisor","Lisboa","Lisboa","Lisboa","Lisboa","184d9f708dccd5fa","2022-12-03",3
691,"Two PhD Positions in Social Science Genetics at Vrije Universiteit Amsterdam","Vrije Universiteit Amsterdam (VU Amsterdam)","Amsterdam","Amsterdam","Amsterdam","Amsterdam","184d9f708dccd5fa","2022-12-03",3
692,"2023 Data Science Internship","Amazon","Turin","Turin","Turin","Turin","184e446717506790","2022-12-05",3
693,"Data Analyst - Digital Marketing","Kindred Group plc","Stockholm","Stockholm","Stockholm","Stockholm","184e446717506790","2022-12-05",3
694,"Product Owner Data Analytics im Bereich Marketing und Vertrieb (w/m/d)","HUK-COBURG","Coburg","Coburg","Coburg","Coburg","184e446717506790","2022-12-05",3
695,"A 6 month postdoctoral scholarship in pharmacoepidemiology in chronic desease","Karolinska Institutet","Solna","Solna","Solna","Solna","184e96fd05f06f58","2022-12-06",2
696,"Data Scientist","PepsiCo","Barcelona","Barcelona","Barcelona","Barcelona","184e96fd05f06f58","2022-12-06",2
697,"Postdocs in Health Data Science","Human Technopole","Milan","Milan","Milan","Milan","184ee8fb4cb5b561","2022-12-07",5
698,"Pricing Analytics Manager","Celonis","Madrid","Madrid","Madrid","Madrid","184ee8fb4cb5b561","2022-12-07",5
699,"Senior Platform Product Owner_Ocean Pricing","A.P. Moller - Maersk","Copenhagen Metropolitan Area","Copenhagen Metropolitan Area","Copenhagen Metropolitan Area","Copenhagen Metropolitan Area","184ee8fb4cb5b561","2022-12-07",5
700,"Senior Solution Data Scientist, Life Sciences","Dataiku","France","France","France","France","184ee8fb4cb5b561","2022-12-07",5
755,"Senior Applied Scientist","Zalando","Berlin","Berlin","Berlin","Berlin","185ad0fab8da59aa","2023-01-13",2
701,"mRNA - Process Machine Learning Principal Scientist - Vaccine","Sanofi","Marcy-l’Étoile","Marcy-l’Étoile","Marcy-l’Étoile","Marcy-l’Étoile","184ee8fb4cb5b561","2022-12-07",5
702,"Central Data Office Data Analyst (m/f/d)","bp","Greater Kassel Area","Greater Kassel Area","Greater Kassel Area","Greater Kassel Area","184f3b71a76410e9","2022-12-08",4
703,"Data Scientist","PepsiCo","Barcelona","Barcelona","Barcelona","Barcelona","184f3b71a76410e9","2022-12-08",4
704,"Data Scientist – Lift Testing (m/f/d)","Crealytics","Berlin, Germany","Berlin, Germany","Berlin, Germany","Berlin, Germany","184f3b71a76410e9","2022-12-08",4
705,"Readvertisement: 157137 Associate Professor of Precision Health and Metabolism (Fixed-Term, 4 Years)","Københavns Universitet - University of Copenhagen","Copenhagen","Copenhagen","Copenhagen","Copenhagen","184f3b71a76410e9","2022-12-08",4
706,"Business Intelligence Engineer, EU SL AVS","Amazon","Munich","Munich","Munich","Munich","184fe005948bc01c","2022-12-10",1
707,"Senior Data Scientist","Tencent","Amsterdam","Amsterdam","Amsterdam","Amsterdam","185085374d4e9525","2022-12-12",1
708,"RECSM Coordinator","Universitat Pompeu Fabra","Barcelona","Barcelona","Barcelona","Barcelona","1850d8252441ba13","2022-12-13",2
709,"Team Lead Product Analytics (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","1850d8252441ba13","2022-12-13",2
710,"Junior Data Scientist","AVIV Group","Nuremberg","Nuremberg","Nuremberg","Nuremberg","1851cdfe3a23ba85","2022-12-16",2
711,"Machine Learning, AI - Research Scientist for Casuality","AstraZeneca","Barcelona","Barcelona","Barcelona","Barcelona","1851cdfe3a23ba85","2022-12-16",2
712,"Data Scientist","AVIV Group","Nuremberg","Nuremberg","Nuremberg","Nuremberg","1852207667ecd8ea","2022-12-17",5
713,"Data Scientist, Experimentation","Wolt","Stockholm","Stockholm","Stockholm","Stockholm","1852207667ecd8ea","2022-12-17",5
714,"Senior Customer Data Analyst (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","1852207667ecd8ea","2022-12-17",5
715,"Senior Customer Data Analyst, Customer Segmentation and Targeting (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","1852207667ecd8ea","2022-12-17",5
716,"Senior Customer Segmentation & Targeting Analyst (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","1852207667ecd8ea","2022-12-17",5
717,"Pricing Manager","Celonis","Munich","Munich","Munich","Munich","185273626c02dac3","2022-12-18",1
718,"Lead Data Scientist","EPAM Systems","Hoofddorp","Hoofddorp","Hoofddorp","Hoofddorp","1852c594c9b49252","2022-12-19",2
719,"Manager Machine Learning Engineering","Stellantis","Gliwice","Gliwice","Gliwice","Gliwice","1852c594c9b49252","2022-12-19",2
720,"Applied Science Manager (m/f/d)","Zalando","Berlin","Berlin","Berlin","Berlin","1854619e5744c861","2022-12-24",3
721,"Data Scientist","Scalapay","Barcelona","Barcelona","Barcelona","Barcelona","1854619e5744c861","2022-12-24",3
722,"Senior Data Scientist","Scalapay","Barcelona","Barcelona","Barcelona","Barcelona","1854619e5744c861","2022-12-24",3
723,"2023 Applied Science Internship - Machine Learning, Deep Learning, Causal Inference, Causal Representation Learning (m/w/d)","Amazon","Tübingen","Tübingen","Tübingen","Tübingen","1854b392b0461b07","2022-12-25",1
724,"Senior Manager Machine learning #SWX","Stellantis","Poissy","Poissy","Poissy","Poissy","1855065db5dca65f","2022-12-26",1
725,"2023 Data Science Internship","Amazon","Turin","Turin","Turin","Turin","18555923bcd04d79","2022-12-27",1
726,"Data Scientist","PepsiCo","Barcelona","Barcelona","Barcelona","Barcelona","1855fd9d9fad90c0","2022-12-29",3
727,"Postdocs in Health Data Science","Human Technopole","Milan","Milan","Milan","Milan","1855fd9d9fad90c0","2022-12-29",3
728,"Senior Solution Data Scientist, Life Sciences","Dataiku","France","France","France","France","1855fd9d9fad90c0","2022-12-29",3
729,"Senior Research Scientist - Biostatistics and Causality Group","Owkin","Paris","Paris","Paris","Paris","18564f67898772dc","2022-12-30",1
730,"Business Intelligence Engineer, EU SL AVS","Amazon","Munich","Munich","Munich","Munich","1856f44e4713fc49","2023-01-01",1
731,"Biostatistician","UMC Utrecht","Utrecht","Utrecht","Utrecht","Utrecht","185746b684018818","2023-01-02",2
732,"Senior Machine Learning Engineer (m/f/d)","Merantix Momentum","Berlin","Berlin","Berlin","Berlin","185746b684018818","2023-01-02",2
733,"Biostatistician/Biomedical Data Scientist (m/f/d)","Molecular Health","Heidelberg","Heidelberg","Heidelberg","Heidelberg","18583ecdbfef85db","2023-01-05",4
734,"Senior AI Researcher (m/f/x)","appliedAI Initiative ","Munich","Munich","Munich","Munich","18583ecdbfef85db","2023-01-05",4
735,"Senior Insight Analyst","NHS Arden & GEM CSU","Šarišské Michaľany","Šarišské Michaľany","Šarišské Michaľany","Šarišské Michaľany","18583ecdbfef85db","2023-01-05",4
736,"Team Lead, Customer Segmentation and Audience Analytics (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","18583ecdbfef85db","2023-01-05",4
737,"Junior Data Scientist","AVIV Group","Nuremberg","Nuremberg","Nuremberg","Nuremberg","1858e267994b1ea0","2023-01-07",3
738,"Senior Customer Data Analyst (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","1858e267994b1ea0","2023-01-07",3
739,"Senior Customer Segmentation & Targeting Analyst (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","1858e267994b1ea0","2023-01-07",3
740,"Senior Customer Data Analyst, Customer Segmentation and Targeting (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","185935ccac747b87","2023-01-08",1
741,"Head of Data Science & Analytics, Stellantis Data BU","Stellantis","Turin","Turin","Turin","Turin","185987e689442f21","2023-01-09",1
742,"Lead Data Scientist","EPAM Systems","Hoofddorp","Hoofddorp","Hoofddorp","Hoofddorp","1859da5449141265","2023-01-10",5
743,"People Analytics Data Scientist","Workday","Dublin","Dublin","Dublin","Dublin","1859da5449141265","2023-01-10",5
744,"Postdoctoral researcher in pharmacoepidemiology of antidiabetic medication and socioeconomic factors","Karolinska Institutet","Stockholm","Stockholm","Stockholm","Stockholm","1859da5449141265","2023-01-10",5
745,"Pricing Manager","Celonis","Munich","Munich","Munich","Munich","1859da5449141265","2023-01-10",5
746,"Principal Applied Scientist (Lounge) - Pricing and Forecasting","Zalando","Berlin","Berlin","Berlin","Berlin","1859da5449141265","2023-01-10",5
747,"(senior) Data Scientist","Artefact","Utrecht","Utrecht","Utrecht","Utrecht","185a3ebbd05c9b14","2023-01-11",5
748,"Computational Scientist","Sanofi","Barcelona","Barcelona","Barcelona","Barcelona","185a3ebbd05c9b14","2023-01-11",5
749,"Data Scientist Observational Research","Amsterdam UMC","Amsterdam","Amsterdam","Amsterdam","Amsterdam","185a3ebbd05c9b14","2023-01-11",5
750,"Head of Data Science & Analytics Stellantis Data Business Unit","Stellantis","Poissy","Poissy","Poissy","Poissy","185a3ebbd05c9b14","2023-01-11",5
751,"Senior Product Analyst - Goal Based Shopping (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","185a3ebbd05c9b14","2023-01-11",5
752,"People Analytics Data Scientist","Workday","Dublin","Dublin","Dublin","Dublin","185a7f46efb109a0","2023-01-12",3
753,"Senior Applied Scientist - Zalando Plus","Zalando","Berlin","Berlin","Berlin","Berlin","185a7f46efb109a0","2023-01-12",3
754,"Senior Data Scientist - Insights (Product Ops)","Preply","Barcelona","Barcelona","Barcelona","Barcelona","185a7f46efb109a0","2023-01-12",3
756,"Senior Applied Scientist - Zalando Plus","Zalando","Berlin","Berlin","Berlin","Berlin","185ad0fab8da59aa","2023-01-13",2
757,"Applied Science Manager (m/f/d)","Zalando","Berlin","Berlin","Berlin","Berlin","185b236388834ad0","2023-01-14",3
758,"Senior Applied Scientist - Zalando Plus","Zalando","Berlin","Berlin","Berlin","Berlin","185b236388834ad0","2023-01-14",3
759,"Senior Machine Learning Engineer (m/f/d)","Merantix Momentum","Berlin","Berlin","Berlin","Berlin","185b236388834ad0","2023-01-14",3
760,"Data Scientist","Scalapay","Barcelona","Barcelona","Barcelona","Barcelona","185b763c5eb1a43b","2023-01-15",3
761,"Senior Applied Scientist - Zalando Plus","Zalando","Berlin","Berlin","Berlin","Berlin","185b763c5eb1a43b","2023-01-15",3
762,"Senior Data Scientist","Scalapay","Barcelona","Barcelona","Barcelona","Barcelona","185b763c5eb1a43b","2023-01-15",3
763,"2023 Data Science Internship","Amazon","Turin","Turin","Turin","Turin","185c1eb042e028b3","2023-01-17",2
764,"Data Science Expert","IRI","Greece","Greece","Greece","Greece","185c1eb042e028b3","2023-01-17",2
765,"Data Scientist","PepsiCo","Barcelona","Barcelona","Barcelona","Barcelona","185c6d8085298088","2023-01-18",4
766,"Pricing Manager","Celonis","Madrid","Madrid","Madrid","Madrid","185c6d8085298088","2023-01-18",4
767,"Senior Data Scientist","PepsiCo","Barcelona","Barcelona","Barcelona","Barcelona","185c6d8085298088","2023-01-18",4
768,"Senior People Analytics Researcher","Workday","Dublin","Dublin","Dublin","Dublin","185c6d8085298088","2023-01-18",4
